title,quarter,OperatingCashFlow,InvestingCashFlow,FinancingCashFlow,IncreaseInCashAndCashEquivalents,EndCashPosition
동국제강,16년 12월,"8,883.2","-1,012.1","-6,795.4","1,009.4","4,930.6"
동국제강,17년 12월,901.7,-145.1,"-1,830.9","-1,142.7","3,787.9"
동국제강,18년 12월,"2,294.3",-729.8,"-1,941.8",-356.9,"3,431.0"
동국제강,19년 12월,"2,134.8",-651.6,"-1,007.5",488.4,"3,919.4"
동남합성,15년 12월,48.8,-17.1,-28.1,3.6,7.3
동남합성,16년 12월,92.9,-46.6,-43.5,2.8,10.2
동남합성,17년 12월,87.7,-93.0,1.2,-4.1,6.1
동남합성,18년 12월,163.6,-108.2,-60.1,-4.7,1.4
동남합성,19년 12월,27.8,113.8,-62.2,78.6,80.0
동방,15년 12월,715.2,-364.7,-538.4,-196.7,175.8
동방,16년 12월,272.4,235.3,-370.4,142.6,318.4
동방,17년 12월,193.2,-167.3,-95.7,-84.4,234.0
동방,18년 12월,285.1,-217.0,-146.7,-81.7,152.3
동방,19년 12월,296.7,-461.0,392.8,230.7,383.0
동방아그로,15년 12월,28.7,-25.5,-23.6,-20.3,388.6
동방아그로,16년 12월,22.4,-56.9,-26.1,-60.5,328.1
동방아그로,17년 12월,93.1,108.1,-29.4,171.7,499.7
동방아그로,18년 12월,26.5,-30.2,-29.5,-33.2,466.5
동방아그로,19년 12월,38.0,-23.3,-38.8,-24.0,442.5
동부건설,15년 12월,"1,459.9",840.4,"-1,568.4",731.8,"1,223.0"
동부건설,16년 12월,-100.1,172.2,642.3,714.4,"1,937.4"
동부건설,17년 12월,-85.2,603.7,-899.9,-381.4,"1,555.9"
동부건설,18년 12월,589.2,"-1,229.5",-66.5,-706.7,849.2
동부건설,19년 12월,482.9,377.6,172.9,"1,034.0","1,883.2"
동서,15년 12월,"1,093.1",-648.3,-612.5,-167.3,363.1
동서,16년 12월,"1,064.7",-437.4,-682.0,-54.5,308.6
동서,17년 12월,"1,114.5",-277.5,-786.2,50.6,359.2
동서,18년 12월,953.7,-264.7,-775.6,-86.6,272.7
동서,19년 12월,"1,067.8",-255.6,-853.7,-42.3,230.3
동성제약,15년 12월,-93.2,64.4,2.3,-25.2,46.5
동성제약,16년 12월,-33.4,-9.3,24.6,-17.4,29.1
동성제약,17년 12월,16.1,7.4,-9.9,11.4,40.5
동성제약,18년 12월,16.7,-190.6,155.4,-18.4,22.1
동성제약,19년 12월,-83.1,93.5,10.1,20.7,42.8
동성코퍼레이션,15년 12월,496.6,-333.2,-202.0,-38.6,401.2
동성코퍼레이션,16년 12월,783.1,-497.3,-177.7,104.0,505.2
동성코퍼레이션,17년 12월,472.1,-362.7,-31.6,83.3,588.5
동성코퍼레이션,18년 12월,476.6,-188.6,-404.5,-119.0,469.5
동성코퍼레이션,19년 12월,455.6,-77.9,-58.3,323.3,792.8
동성화학,15년 12월,163.4,-125.3,56.0,93.2,177.9
동성화학,16년 12월,262.2,-302.2,38.7,-7.9,170.0
동성화학,17년 12월,78.2,61.1,-179.2,0.6,170.6
동성화학,18년 12월,102.5,-16.7,-70.0,16.2,186.8
동성화학,19년 12월,305.9,93.8,-171.7,224.6,411.4
동아쏘시오홀딩스,15년 12월,809.4,"-1,069.2",111.0,-148.3,"1,199.9"
동아쏘시오홀딩스,16년 12월,304.8,-669.3,124.8,-240.6,959.4
동아쏘시오홀딩스,17년 12월,844.6,-263.3,273.0,835.5,"1,794.9"
동아쏘시오홀딩스,18년 12월,583.2,-750.7,-560.7,-719.9,"1,074.9"
동아쏘시오홀딩스,19년 12월,967.9,"-1,161.1",-16.8,-206.7,868.2
동아에스티,15년 12월,424.0,210.2,-704.3,27.3,"2,961.7"
동아에스티,16년 12월,18.9,458.4,-647.4,-102.9,"2,858.8"
동아에스티,17년 12월,512.3,-20.7,"-1,253.3",-946.9,"1,911.9"
동아에스티,18년 12월,501.4,-441.9,192.4,269.7,"2,181.5"
동아에스티,19년 12월,562.5,-200.1,-281.4,65.7,"2,247.2"
동아지질,15년 12월,162.5,-221.3,56.2,-2.7,548.9
동아지질,16년 12월,515.5,-347.1,27.9,196.5,745.4
동아지질,17년 12월,380.6,-166.6,-173.3,40.1,785.5
동아지질,18년 12월,534.9,-395.0,-96.8,43.0,828.6
동아지질,19년 12월,160.3,-368.0,337.3,129.6,958.1
동아타이어,15년 12월, , , , , 
동아타이어,16년 12월, , , , , 
동아타이어,17년 12월,23.5,-20.5,23.3,26.6,172.4
동아타이어,18년 12월,225.3,-247.0,-3.6,-26.1,146.3
동아타이어,19년 12월,220.1,-64.1,-55.5,97.9,244.2
동양,15년 12월,375.7,"4,535.3","-2,918.1","1,992.4","2,504.9"
동양,16년 12월,"-1,319.9",377.2,"-1,268.9","-2,208.3",296.6
동양,17년 12월,-77.9,171.3,-220.7,-137.4,159.2
동양,18년 12월,238.2,5.2,-139.3,106.2,265.4
동양,19년 12월,296.9,-437.5,-22.8,-162.5,102.9
동양고속,15년 12월,189.5,-103.4,-44.4,41.6,190.6
동양고속,16년 12월,147.6,-78.8,-92.7,-23.9,166.8
동양고속,17년 12월,153.0,-4.9,-227.9,-79.8,86.9
동양고속,18년 12월,78.9,132.2,-218.5,-7.4,79.5
동양고속,19년 12월,149.9,394.0,-430.3,113.6,193.2
동양물산기업,15년 12월,183.8,-124.3,-61.7,-1.0,296.7
동양물산기업,16년 12월,113.7,-720.4,538.0,-68.1,228.6
동양물산기업,17년 12월,211.9,-132.8,-81.5,-5.0,223.6
동양물산기업,18년 12월,206.9,-107.1,-101.4,-1.5,222.1
동양물산기업,19년 12월,162.7,-404.1,524.5,284.7,506.9
동양생명,15년 12월,"9,221.4","-9,586.2",-564.7,-929.4,"2,249.5"
동양생명,16년 12월,"40,165.9","-39,433.4",-641.1,91.5,"2,341.1"
동양생명,17년 12월,"29,845.4","-35,261.1","5,055.8",-361.6,"1,979.4"
동양생명,18년 12월,"16,692.4","-16,748.1",434.9,379.1,"2,358.6"
동양생명,19년 12월,"3,403.4","-4,885.1","1,743.2",-35.1,"2,323.4"
동양철관,15년 12월,42.8,12.1,-11.0,43.4,53.3
동양철관,16년 12월,68.4,-8.9,-84.5,-24.9,28.5
동양철관,17년 12월,-45.7,8.8,58.6,20.4,48.9
동양철관,18년 12월,14.8,-114.9,233.0,132.7,181.6
동양철관,19년 12월,-227.3,-26.2,78.5,-175.0,6.6
동양피스톤,15년 12월,116.5,-370.7,295.2,43.0,62.2
동양피스톤,16년 12월,43.6,-255.6,214.3,2.1,64.3
동양피스톤,17년 12월,180.5,-264.7,104.8,15.2,79.5
동양피스톤,18년 12월,185.6,-234.1,44.2,-1.7,77.8
동양피스톤,19년 12월,265.3,-161.1,-76.3,40.3,118.1
동원F&B,15년 12월,890.3,-570.6,-249.9,70.6,353.8
동원F&B,16년 12월,"1,045.9",-543.9,-173.6,330.2,684.0
동원F&B,17년 12월,496.6,"-2,329.5","1,801.0",-33.6,650.3
동원F&B,18년 12월,261.3,-843.3,163.9,-417.0,233.3
동원F&B,19년 12월,"1,342.4","-1,599.7",389.9,133.7,367.0
동원금속,15년 12월,692.6,"-1,072.3",302.3,-77.5,211.1
동원금속,16년 12월,722.4,-538.6,-225.1,-41.4,169.7
동원금속,17년 12월,814.0,-420.4,-306.7,86.8,256.5
동원금속,18년 12월,468.4,-362.7,-315.8,-210.1,46.4
동원금속,19년 12월,478.7,-191.5,-232.6,54.6,97.7
동원산업,15년 12월,559.9,-575.0,731.8,728.5,"1,190.3"
동원산업,16년 12월,"2,101.5","-1,183.2",944.8,"1,888.8","3,079.1"
동원산업,17년 12월,"2,811.0","-4,174.8",-169.0,"-1,446.9","1,632.2"
동원산업,18년 12월,527.7,-663.4,-897.9,"-1,006.7",625.5
동원산업,19년 12월,"1,932.4",-499.6,-900.2,468.3,"1,093.8"
동원수산,15년 12월,-45.4,-3.9,-25.1,-74.2,30.6
동원수산,16년 12월,26.4,-29.2,6.7,4.8,35.4
동원수산,17년 12월,144.6,-11.2,-10.0,118.7,154.1
동원수산,18년 12월,3.7,-7.1,-43.0,-47.2,106.9
동원수산,19년 12월,191.2,13.5,-106.7,99.0,205.9
동원시스템즈,15년 12월,"1,669.4",-862.8,216.9,"1,032.3","1,587.4"
동원시스템즈,16년 12월,"1,100.1",-32.0,"-1,067.3",2.1,"1,589.5"
동원시스템즈,17년 12월,420.6,78.4,"-1,549.6","-1,049.3",540.1
동원시스템즈,18년 12월,750.3,-364.4,-120.9,261.9,802.1
동원시스템즈,19년 12월,"1,226.8","-1,227.2",-311.4,-303.9,498.2
동일고무벨트,15년 12월,212.2,-94.4,-6.9,110.8,290.3
동일고무벨트,16년 12월,242.4,-123.9,-7.1,111.9,402.2
동일고무벨트,17년 12월,54.2,-86.7,-9.8,-48.2,354.0
동일고무벨트,18년 12월,93.9,-36.2,-10.1,46.7,400.7
동일고무벨트,19년 12월,102.7,-48.2,-118.7,-67.8,332.9
동일산업,15년 12월,418.0,-222.2,-52.9,142.6,318.8
동일산업,16년 12월,213.6,-275.7,-13.9,-76.5,242.4
동일산업,17년 12월,242.3,-70.0,-59.0,107.7,350.1
동일산업,18년 12월,24.4,40.7,-33.9,34.7,384.8
동일산업,19년 12월,238.3,-124.7,-19.4,95.4,480.2
동일제강,15년 12월,90.7,-96.8,84.0,78.0,175.6
동일제강,16년 12월,92.4,-204.4,4.6,-107.4,68.2
동일제강,17년 12월,6.4,-11.4,10.3,5.3,73.5
동일제강,18년 12월,4.2,36.7,-5.3,35.5,109.0
동일제강,19년 12월,76.6,33.4,-10.7,99.3,208.3
동화약품,15년 12월,198.3,-9.8,-65.9,122.7,448.9
동화약품,16년 12월,254.8,-304.3,-42.1,-91.6,357.3
동화약품,17년 12월,-165.2,163.1,-39.2,-41.4,315.9
동화약품,18년 12월,-43.6,172.2,-38.3,90.3,406.1
동화약품,19년 12월,132.8,-111.8,-49.4,-28.4,377.8
두산,15년 12월,-177.7,"-4,457.6","11,137.1","6,416.0","23,326.1"
두산,16년 12월,"9,249.8","10,611.8","-22,537.7","-3,132.9","20,193.2"
두산,17년 12월,"6,770.2","-5,560.2","2,898.9","3,252.8","23,446.0"
두산,18년 12월,"10,218.9","-9,430.8",107.9,"1,115.9","24,561.9"
두산,19년 12월,"7,841.7","-9,358.4","-3,444.6","-6,153.6","18,408.3"
두산밥캣,15년 12월,"3,420.2",-631.8,-120.0,"2,397.2","4,204.4"
두산밥캣,16년 12월,"3,269.3",-900.7,"-3,027.7",-698.9,"3,636.5"
두산밥캣,17년 12월,"3,766.1","-1,147.4","-1,789.5",944.3,"4,168.2"
두산밥캣,18년 12월,"6,165.8",-679.4,"-4,219.4","1,122.8","5,472.7"
두산밥캣,19년 12월,"4,856.9","-3,459.2","-4,931.2","-3,542.6","2,124.4"
두산솔루스,15년 12월, , , , , 
두산솔루스,16년 12월, , , , , 
두산솔루스,17년 12월, , , , , 
두산솔루스,18년 12월, , , , , 
두산솔루스,19년 12월,209.5,-788.8,216.3,-379.6,946.5
두산인프라코어,15년 12월,"2,366.8",-969.4,820.1,"1,970.5","5,600.0"
두산인프라코어,16년 12월,"5,129.9","9,096.3","-14,543.8",-214.2,"5,385.8"
두산인프라코어,17년 12월,"6,656.9","-2,562.9",322.7,"4,049.0","9,434.8"
두산인프라코어,18년 12월,"8,377.8","-3,128.5","-4,225.6","1,095.3","10,530.2"
두산인프라코어,19년 12월,"5,674.2","-3,393.7","-5,497.9","-2,968.4","7,561.7"
두산중공업,15년 12월,-743.7,"-3,797.2","10,586.5","5,954.5","18,930.1"
두산중공업,16년 12월,"9,675.7","8,047.7","-22,516.2","-5,204.6","13,725.5"
두산중공업,17년 12월,"4,293.2","-4,571.4","7,036.1","5,976.0","19,701.5"
두산중공업,18년 12월,"9,895.6","-7,929.7","-1,101.2","1,051.8","20,753.3"
두산중공업,19년 12월,"4,336.8","-5,796.7","-5,305.3","-6,340.5","14,412.8"
두산퓨얼셀,15년 12월, , , , , 
두산퓨얼셀,16년 12월, , , , , 
두산퓨얼셀,17년 12월, , , , , 
두산퓨얼셀,18년 12월, , , , , 
두산퓨얼셀,19년 12월,"1,217.4",-228.3,4.1,993.1,"1,333.1"
두올,15년 12월,91.4,-132.1,43.8,1.6,85.7
두올,16년 12월,115.5,-75.1,-19.3,17.6,103.3
두올,17년 12월,613.3,-475.5,53.7,174.8,278.1
두올,18년 12월,389.6,-96.7,-238.5,47.8,325.9
두올,19년 12월,214.5,-171.3,12.9,67.6,393.5
드림텍,15년 12월,-71.4,-314.5,348.8,-37.0,129.6
드림텍,16년 12월,305.8,-157.2,-79.3,69.9,199.4
드림텍,17년 12월,236.2,-280.0,11.3,-32.7,166.7
드림텍,18년 12월,621.4,-475.6,-53.5,91.9,258.6
드림텍,19년 12월,443.5,"-1,034.9",504.8,-89.9,168.7
디씨엠,15년 12월,180.8,-132.6,-30.5,18.1,132.7
디씨엠,16년 12월,159.1,-85.9,-66.2,7.7,140.5
디씨엠,17년 12월,101.8,-62.3,-73.6,-35.2,105.3
디씨엠,18년 12월,133.3,-75.6,-39.8,17.9,123.2
디씨엠,19년 12월,234.0,-157.4,28.8,105.2,228.5
디아이,15년 12월,-31.6,-210.5,-13.0,-254.3,237.7
디아이,16년 12월,114.9,-97.6,5.0,22.4,260.1
디아이,17년 12월,61.6,278.4,-125.1,213.2,473.2
디아이,18년 12월,91.8,-231.3,12.6,-126.5,346.7
디아이,19년 12월,-130.1,9.6,73.2,-46.9,299.8
디아이동일,15년 12월,256.7,-222.7,194.7,230.5,442.1
디아이동일,16년 12월,85.7,5.3,-87.4,6.4,448.5
디아이동일,17년 12월,355.0,-129.2,-403.8,-186.9,261.6
디아이동일,18년 12월,295.8,-127.8,-127.6,42.3,304.0
디아이동일,19년 12월,578.8,-269.1,-316.4,-4.3,299.7
디아이씨,15년 12월,382.0,-295.9,-59.5,11.4,62.0
디아이씨,16년 12월,212.7,"-1,180.1","1,060.5",92.2,154.1
디아이씨,17년 12월,278.4,"-1,312.7",972.1,-62.0,92.2
디아이씨,18년 12월,333.9,-164.1,-79.0,98.1,190.3
디아이씨,19년 12월,678.3,-157.4,-469.1,57.5,247.8
디와이,15년 12월,448.7,-381.6,107.6,157.3,"1,088.2"
디와이,16년 12월,621.3,-369.8,-102.3,149.7,"1,237.9"
디와이,17년 12월,250.1,-388.1,-120.1,-294.0,943.8
디와이,18년 12월,531.9,-606.9,-334.4,-406.0,537.8
디와이,19년 12월,797.6,-303.0,-274.8,219.5,757.3
디와이파워,15년 12월,294.8,-118.8,122.9,292.9,400.4
디와이파워,16년 12월,324.2,-118.8,-225.0,-21.4,378.9
디와이파워,17년 12월,107.6,-110.5,-124.0,-133.6,245.4
디와이파워,18년 12월,234.9,-129.0,-211.4,-107.8,137.6
디와이파워,19년 12월,500.1,-160.0,-180.7,157.3,294.9
디티알오토모티브,15년 12월,"1,146.6","-1,227.4",-52.1,-131.0,776.0
디티알오토모티브,16년 12월,"1,361.1",-739.0,-230.2,398.5,"1,174.5"
디티알오토모티브,17년 12월,797.6,-451.0,-509.5,-289.4,885.1
디티알오토모티브,18년 12월,741.6,-494.0,363.2,633.1,"1,518.3"
디티알오토모티브,19년 12월,905.5,-939.3,-294.3,-289.0,"1,229.3"
디피씨,15년 12월,170.6,-141.5,-58.3,-27.6,165.1
디피씨,16년 12월,92.2,-86.9,-2.2,4.6,169.7
디피씨,17년 12월,-97.8,25.0,32.2,-47.0,122.7
디피씨,18년 12월,92.4,65.2,-81.4,76.4,199.1
디피씨,19년 12월,-124.0,131.9,39.9,51.5,250.6
락앤락,15년 12월,722.1,-150.1,-490.5,87.5,"1,178.9"
락앤락,16년 12월,829.9,-21.0,-629.2,180.7,"1,359.6"
락앤락,17년 12월,351.0,-431.7,-106.8,-279.0,"1,080.6"
락앤락,18년 12월,509.8,-331.4,-145.9,32.8,"1,113.4"
락앤락,19년 12월,406.5,19.7,-412.1,26.4,"1,139.8"
롯데관광개발,15년 12월,-2.0,-19.5,9.0,-12.5,69.6
롯데관광개발,16년 12월,31.2,-87.3,109.5,53.3,123.0
롯데관광개발,17년 12월,64.9,-32.5,299.3,331.7,454.7
롯데관광개발,18년 12월,20.5,"-2,118.7","1,765.3",-323.2,131.4
롯데관광개발,19년 12월,-249.5,-408.2,689.4,31.6,163.1
롯데리츠,15년 12월, , , , , 
롯데리츠,16년 12월, , , , , 
롯데리츠,17년 12월,161.1,-208.8,47.9,0.2,0.2
롯데리츠,18년 12월,736.4,"-11,174.8","10,606.3",167.8,168.0
롯데리츠,19년 12월,360.7,-52.9,-233.1,74.8,242.8
롯데손해보험,15년 12월,"4,729.0","-6,142.4","1,499.7",94.8,"3,986.2"
롯데손해보험,16년 12월,"8,352.1","-11,811.3","1,196.6","-2,256.7","1,729.5"
롯데손해보험,17년 12월,"1,980.7","-3,420.9",855.7,-584.6,"1,144.9"
롯데손해보험,18년 12월,"4,226.3","-3,437.1",460.8,"1,251.1","2,396.0"
롯데손해보험,19년 12월,"-1,200.9","-3,443.5","3,969.4",-672.6,"1,723.4"
롯데쇼핑,15년 12월,"6,410.7","-15,583.5","7,310.1","-1,768.7","17,512.7"
롯데쇼핑,16년 12월,"15,068.7","-9,683.7",-212.3,"5,179.1","22,691.8"
롯데쇼핑,17년 12월,"15,693.1","-12,632.4",749.2,"3,570.7","26,262.4"
롯데쇼핑,18년 12월,"1,732.7","-2,866.1","-6,926.4","-8,077.7","18,184.7"
롯데쇼핑,19년 12월,"16,367.9","-10,410.5","-8,456.5","-2,318.8","15,865.9"
롯데정밀화학,15년 12월,994.8,841.0,-614.4,"1,221.5","2,193.0"
롯데정밀화학,16년 12월,654.6,-459.2,-286.7,-91.8,"2,101.1"
롯데정밀화학,17년 12월,"1,888.3","-2,389.4",-282.5,-784.0,"1,317.1"
롯데정밀화학,18년 12월,"2,731.8","-1,776.8","-2,203.8","-1,248.9",68.3
롯데정밀화학,19년 12월,"2,575.1","-2,035.5",-502.8,37.3,105.6
롯데정보통신,15년 12월, , , , , 
롯데정보통신,16년 12월, , , , , 
롯데정보통신,17년 12월,-101.9,14.3,-64.6,-153.8,760.8
롯데정보통신,18년 12월,"1,073.0",-770.9,569.6,871.2,"1,632.0"
롯데정보통신,19년 12월,"1,174.3",-435.3,-875.2,-135.4,"1,496.6"
롯데제과,15년 12월, , , , , 
롯데제과,16년 12월, , , , , 
롯데제과,17년 12월,309.7,"-1,405.4",960.1,-137.3,660.7
롯데제과,18년 12월,"1,847.2",-327.9,-183.5,"1,325.2","1,985.9"
롯데제과,19년 12월,"1,910.4","-1,946.5",170.9,176.2,"2,162.1"
롯데지주,15년 12월,"2,182.8","-2,573.2","1,761.2","1,375.1","2,469.9"
롯데지주,16년 12월,"1,135.8",-590.6,"-1,359.8",-805.3,"1,664.5"
롯데지주,17년 12월,"-6,839.9","13,057.6","-3,271.8","2,880.7","10,415.7"
롯데지주,18년 12월,"-8,266.5","-22,479.8","34,136.4","-3,234.6","7,181.1"
롯데지주,19년 12월,"6,541.4","8,477.9","-21,641.9",54.6,"7,235.7"
롯데칠성음료,15년 12월,"2,751.0","-3,215.1","1,492.5",951.8,"2,033.8"
롯데칠성음료,16년 12월,"1,909.3","-3,412.6","2,659.0","1,163.1","3,196.9"
롯데칠성음료,17년 12월,"1,446.9","-1,569.1","-1,530.8","-1,662.5","1,534.4"
롯데칠성음료,18년 12월,859.1,"-1,409.6",0.7,-550.6,983.9
롯데칠성음료,19년 12월,"1,340.8","-1,342.3","1,019.3","1,010.2","1,994.1"
롯데케미칼,15년 12월,"25,956.3","-12,734.5","-3,338.7","9,929.2","19,422.2"
롯데케미칼,16년 12월,"27,006.4","-35,646.4","11,005.0","2,607.3","22,029.4"
롯데케미칼,17년 12월,"31,290.1","-47,175.6","11,145.3","-5,177.3","16,852.1"
롯데케미칼,18년 12월,"13,809.3","-17,631.0",448.3,"-3,552.4","13,299.7"
롯데케미칼,19년 12월,"12,778.7","6,623.5","-18,999.9",219.8,"13,519.5"
롯데푸드,15년 12월,"1,245.7",-421.6,135.4,959.5,"1,143.1"
롯데푸드,16년 12월,897.8,"-1,276.8",-397.5,-776.4,366.6
롯데푸드,17년 12월,908.2,-557.8,269.2,617.6,984.2
롯데푸드,18년 12월,968.1,-331.6,"-1,191.2",-554.6,429.6
롯데푸드,19년 12월,476.5,-492.9,-127.7,-144.0,285.5
롯데하이마트,15년 12월,"1,203.0",-847.6,-106.1,249.3,"1,297.9"
롯데하이마트,16년 12월,"2,369.4",-778.5,"-1,308.9",282.0,"1,579.9"
롯데하이마트,17년 12월,"2,517.4",-528.2,-275.0,"1,714.2","3,294.1"
롯데하이마트,18년 12월,715.1,-209.9,-801.6,-296.4,"2,997.7"
롯데하이마트,19년 12월,"1,303.6","-1,055.5","-2,748.0","-2,499.9",497.7
마니커,15년 12월,169.9,-118.5,98.9,150.3,178.6
마니커,16년 12월,46.8,8.0,-200.4,-145.6,33.0
마니커,17년 12월,122.6,-155.8,26.2,-7.0,25.9
마니커,18년 12월,38.2,85.8,-126.4,-2.4,23.5
마니커,19년 12월,-33.7,-57.4,85.5,-5.5,18.0
만도,15년 12월,"2,176.4","-2,486.5",711.4,394.0,"1,997.7"
만도,16년 12월,"3,502.0","-3,661.6",39.4,-151.2,"1,846.5"
만도,17년 12월,"2,769.3","-3,774.0",410.4,-658.8,"1,187.7"
만도,18년 12월,"2,868.6","-2,976.5",100.1,-11.4,"1,176.3"
만도,19년 12월,"2,725.1","-3,001.3","1,147.3",876.8,"2,053.1"
만호제강,15년 12월,202.4,-139.8,-72.2,-9.5,31.1
만호제강,16년 12월,51.1,170.0,-207.0,14.3,45.5
만호제강,17년 12월,18.3,2.0,-7.3,13.2,58.7
만호제강,18년 12월,34.7,-26.1,-7.0,1.7,60.4
만호제강,19년 12월,78.0,-64.5,-20.9,-7.7,52.7
맥쿼리인프라,15년 12월, , , , , 
맥쿼리인프라,16년 12월, , , , , 
맥쿼리인프라,17년 12월, , , , , 
맥쿼리인프라,18년 12월, , , , , 
맥쿼리인프라,19년 12월, , , , , 
맵스리얼티1,15년 12월, , , , , 
맵스리얼티1,16년 12월, , , , , 
맵스리얼티1,17년 12월, , , , , 
맵스리얼티1,18년 12월, , , , , 
맵스리얼티1,19년 12월, , , , , 
메리츠금융지주,15년 12월,"-20,317.0","-8,786.5","30,409.4","1,308.0","7,916.0"
메리츠금융지주,16년 12월,"-3,025.5","-17,444.3","22,632.7","2,171.1","10,087.0"
메리츠금융지주,17년 12월,"-13,864.8","-17,792.3","35,764.9","4,096.4","14,183.5"
메리츠금융지주,18년 12월,"-32,959.4","-20,586.4","53,015.4",-538.7,"13,644.8"
메리츠금융지주,19년 12월,"-46,565.5","-16,047.6","63,189.5",577.3,"14,222.1"
메리츠증권,15년 12월,"-22,628.2",-625.1,"24,396.4","1,145.3","5,462.3"
메리츠증권,16년 12월,"-3,988.9","-9,961.7","15,052.5","1,109.6","6,571.9"
메리츠증권,17년 12월,"-36,507.1","7,360.7","32,848.4","3,691.6","10,263.5"
메리츠증권,18년 12월,"-50,426.6","-1,394.3","51,373.1",-445.2,"9,818.3"
메리츠증권,19년 12월,"-55,436.8","-5,709.5","61,231.0",86.3,"9,904.6"
메리츠화재,15년 12월,"9,596.4","-9,356.7",-52.9,188.1,"1,491.4"
메리츠화재,16년 12월,"8,700.4","-8,430.3",0.4,270.9,"1,762.2"
메리츠화재,17년 12월,"22,753.9","-20,060.6",-960.1,"1,733.5","3,495.8"
메리츠화재,18년 12월,"13,224.9","-13,621.4",296.9,-99.9,"3,395.9"
메리츠화재,19년 12월,"10,261.3","-13,889.5","3,781.4",152.6,"3,548.5"
메타랩스,15년 12월,-78.8,20.1,55.3,-3.5,59.8
메타랩스,16년 12월,-100.1,21.2,173.7,94.1,154.0
메타랩스,17년 12월,-84.7,-8.9,41.0,-58.6,95.3
메타랩스,18년 12월,-69.0,-543.3,682.2,69.9,165.3
메타랩스,19년 12월,-40.2,-3.3,-60.3,-103.8,61.5
명문제약,15년 12월,-55.0,-7.9,38.8,-24.2,25.0
명문제약,16년 12월,56.0,-47.2,142.4,151.3,176.3
명문제약,17년 12월,80.2,-276.5,23.3,-162.3,14.0
명문제약,18년 12월,114.1,-161.4,39.5,-7.7,6.2
명문제약,19년 12월,-29.4,-189.7,218.6,-0.5,5.7
모나리자,15년 12월,62.6,-88.9, ,-26.3,94.4
모나리자,16년 12월,64.3,8.2,-18.3,54.3,148.7
모나리자,17년 12월,79.4,-106.2,-27.4,-54.3,94.4
모나리자,18년 12월,19.9,-19.1,-36.6,-35.7,58.7
모나리자,19년 12월,78.3,54.9,-20.9,112.2,170.9
모나미,15년 12월,45.3,28.5,-59.2,14.5,46.2
모나미,16년 12월,75.8,-41.5,-34.4,0.3,46.6
모나미,17년 12월,117.1,-128.8,25.3,12.0,58.6
모나미,18년 12월,73.5,-74.7,-4.5,-5.5,53.1
모나미,19년 12월,26.1,-76.1,55.7,4.6,57.7
모두투어리츠,15년 12월,-2.6,-24.8,92.5,65.2,84.8
모두투어리츠,16년 12월,17.7,-165.0,235.5,88.2,173.0
모두투어리츠,17년 12월,17.5,-23.8,-58.5,-64.8,108.1
모두투어리츠,18년 12월,15.8,-63.4,-6.7,-54.3,53.8
모두투어리츠,19년 12월,76.0,-340.9,238.7,-26.2,27.6
모토닉,15년 12월,207.6,-533.6,-62.7,-388.0,375.7
모토닉,16년 12월,146.6,-61.7,-103.2,-18.4,357.3
모토닉,17년 12월,189.3,-182.6,-81.4,-76.4,280.9
모토닉,18년 12월,218.5,-16.1,-88.7,114.0,394.9
모토닉,19년 12월,299.0,-321.5,-76.8,-94.9,300.0
무림P&P,15년 12월,553.9,-483.9,-9.4,58.9,584.3
무림P&P,16년 12월,882.7,-111.7,-867.7,-94.9,489.4
무림P&P,17년 12월,"1,051.3",-309.4,-462.7,275.8,765.1
무림P&P,18년 12월,"1,022.0",-687.0,-292.4,49.7,814.8
무림P&P,19년 12월,522.3,-569.6,-24.1,-70.2,744.6
무림페이퍼,15년 12월,807.2,-725.7,-191.6,-107.1,"1,386.1"
무림페이퍼,16년 12월,"2,007.6",-186.6,"-2,041.6",-212.7,"1,173.4"
무림페이퍼,17년 12월,"1,161.3",-296.0,-525.2,317.3,"1,490.7"
무림페이퍼,18년 12월,854.9,-359.6,-106.0,398.8,"1,889.6"
무림페이퍼,19년 12월,782.9,"-1,008.2",-284.3,-509.7,"1,379.8"
무학,15년 12월,783.5,-649.1,-81.5,53.5,283.8
무학,16년 12월,528.0,-256.9,-116.0,154.7,438.6
무학,17년 12월,195.6,-342.3,202.0,55.0,493.6
무학,18년 12월,-176.8,-143.6,21.3,-298.8,194.8
무학,19년 12월,2.7,584.7,-156.4,431.6,626.4
문배철강,15년 12월,58.9,31.5,-53.7,36.7,49.8
문배철강,16년 12월,85.3,23.5,-14.6,94.2,143.9
문배철강,17년 12월,-27.3,-413.1,306.1,-134.3,9.6
문배철강,18년 12월,100.8,24.4,-111.6,13.6,23.2
문배철강,19년 12월,44.2,-165.8,382.7,261.1,284.3
미래산업,15년 12월,-84.5,28.7,77.9,22.1,25.4
미래산업,16년 12월,-85.8,-42.2,236.6,108.5,133.9
미래산업,17년 12월,-9.3,-171.8,94.7,-86.6,47.3
미래산업,18년 12월,-15.3,-18.8,7.2,-27.1,20.2
미래산업,19년 12월,-22.1,173.6,140.2,291.6,311.7
미래아이앤지,15년 12월,1.8,291.8,-34.7,259.5,283.0
미래아이앤지,16년 12월,-35.4,-248.7,72.5,-211.3,71.8
미래아이앤지,17년 12월,-12.8,-29.1,194.7,151.4,223.2
미래아이앤지,18년 12월,-30.3,-5.2,-3.2,-38.3,184.9
미래아이앤지,19년 12월,-22.0,23.1,-1.9,-0.9,184.0
